görünüm https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 4
bağış https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
yapın https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
hesap https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
oluştur https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 3
oturum https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
aç https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 6
kişisel https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 4
araçlar https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 4
giriş https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 3
adı https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 28
ve https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 748
soyadı https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 26
çocukluk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 5
gençlik https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 7
1881 https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 19
1904 https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
askerlik https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 4
1905 https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 5
1918 https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 33
alt https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 7
bölümünü https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 5
kapa https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 4
erken https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 4
dönem https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 13
trablusgarp https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 17
savaşı https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 78
balkan https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 27
savaşları https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 8
birinci https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 17
ikinci https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 27
ataşelik https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 3
dünya https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 31
çanakkale https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 24
kafkasya https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 6
cephesi https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 24
sina https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 7
filistin https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 10
kurtuluş https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 26
1919 https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 38
1923 https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 65
örgütlenme https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
işgal https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 23
dönemi https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 7
samsun https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 19
çıkışı https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 4
amasya https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 11
genelgesi https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 6
erzurum https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 26
kongresi https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 17
sivas https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 21
tbmm https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 36
nin https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 91
açılışı https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
sağlanması https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
düzenli https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 17
orduya https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 9
geçiş https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 5
kanunu https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 30
inönü https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 38
muharebeleri https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 10
kütahya https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 9
eskişehir https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 10
sakarya https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 17
meydan https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 16
muharebesi https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 34
büyük https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 55
taarruz https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 10
krizi https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 6
mudanya https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 5
ateşkes https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 11
antlaşması https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 39
lozan https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 20
barış https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 22
cumhuriyetin https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 8
ilanı https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 3
cumhurbaşkanlığı https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 12
1938 https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 33
iç https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 9
politika https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 7
devrimler https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
siyasi https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 23
olaylar https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
ekonomi https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 5
dış https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 17
musul https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 10
sorunu https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 13
türk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 163
yunan https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 28
ilişkileri https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 6
milletler https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 17
cemiyeti https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 38
antantı https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 4
montrö https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 5
boğazlar https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 18
sözleşmesi https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 12
sadabat https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 5
paktı https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 8
hatay https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 19
trakya https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 16
manevraları https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 6
ölümü https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 5
hayatı https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 16
doğum https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 37
tarihi https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 176
nüfus https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 17
cüzdanı https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 4
yeri https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 10
ilgi https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 7
alanları https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
şahsi https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 4
inancı https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 6
mason https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 3
olduğu https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 29
iddiası https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 3
zaman https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 13
dizini https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
hatırası https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
10 https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 47
yapıtları https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 3
11 https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 41
döneminde https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 19
kurulan https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 6
kurumlar https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk https://tr.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk 0 2
